City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
139,crane,31.3974,-102.3501,37.79,11,98,1.92,US,1717965226
140,imbituba,-28.24,-48.6703,21.59,82,2,4.01,BR,1717965226
141,fale old settlement,-9.3852,-171.2468,28.43,76,77,3.94,TK,1717965226
142,karaman,37.0833,33.25,16.8,60,0,3.3,TR,1717965226
143,dubbo,-32.25,148.6167,1.07,100,100,1.54,AU,1717965033
144,sake,-1.5736,29.045,18.44,80,98,1.06,CD,1717965227
145,hasaki,35.7333,140.8333,17.38,90,100,3.46,JP,1717965227
146,sarai alamgir,32.9012,73.7559,31.54,14,34,2.17,PK,1717965227
147,aasiaat,68.7098,-52.8699,2.07,90,82,2.02,GL,1717965227
148,vernon,50.2581,-119.2691,29.31,21,83,2.06,CA,1717965227
149,dakoro,14.5106,6.765,35.67,22,52,2.98,NE,1717965228
150,cuyo,10.8525,121.0086,28.97,72,100,1.17,PH,1717965228
151,la ronge,55.1001,-105.2842,10.14,66,100,3.09,CA,1717965228
152,thompson,55.7435,-97.8558,17.09,27,20,1.54,CA,1717965228
153,gizo,-8.103,156.8419,28.32,78,47,2.62,SB,1717965228
154,ras el aioun,35.6738,5.6453,25.8,27,70,2.56,DZ,1717965228
155,ribeira brava,32.65,-17.0667,21.67,77,77,0.96,PT,1717965229
156,cockburn town,21.4612,-71.1419,28.02,81,100,4.43,TC,1717965198
157,magistral'nyy,56.1725,107.4458,12.43,52,100,0.86,RU,1717965229
158,iskateley,67.6803,53.1512,1.68,87,100,4.47,RU,1717965229
159,chinsali,-10.5414,32.0816,13.79,88,74,4.64,ZM,1717965229
160,anadyr,64.75,177.4833,8.28,66,0,6.0,RU,1717965230
161,lebu,-37.6167,-73.65,12.73,84,99,7.22,CL,1717965230
162,santa ana,33.7456,-117.8678,27.75,65,75,4.12,US,1717965230
163,saldanha,-33.0117,17.9442,13.03,63,7,4.16,ZA,1717965230
164,egilsstadir,65.2653,-14.3948,7.95,66,40,8.23,IS,1717965230
165,inirida,3.8653,-67.9239,25.7,88,100,0.22,CO,1717965230
166,mankoeng,-23.9,29.8167,5.01,65,0,2.31,ZA,1717965231
167,bardai,11.65,7.2333,30.65,47,40,2.88,NG,1717965231
168,nova sintra,14.8667,-24.7167,23.73,80,0,8.81,CV,1717965231
169,belyy yar,53.6039,91.3903,13.94,82,0,0.0,RU,1717965231
170,necochea,-38.5473,-58.7368,13.58,92,97,10.09,AR,1717965232
171,howard springs,-12.497,131.047,17.95,83,5,2.85,AU,1717965232
172,talnakh,69.4865,88.3972,3.45,98,100,1.72,RU,1717965232
173,ha'il,27.5219,41.6907,35.01,13,20,0.0,SA,1717965232
174,yarmouth,41.7057,-70.2286,16.75,91,100,6.26,US,1717965086
175,newman,37.3138,-121.0208,30.69,16,56,0.58,US,1717965233
176,rongelap,11.1635,166.8941,28.44,81,76,7.08,MH,1717965233
177,horta,38.5333,-28.6333,19.8,88,20,6.17,PT,1717965233
178,ouani,-12.1322,44.4258,25.82,71,100,5.08,KM,1717965233
179,sona,45.4388,10.8255,23.25,77,75,5.14,IT,1717965233
180,kavaratti,10.5669,72.642,28.1,83,100,6.1,IN,1717965233
181,sarkand,45.41,79.9186,21.18,40,32,3.53,KZ,1717965234
182,petropavlovsk-kamchatsky,53.0452,158.6483,13.33,63,75,6.26,RU,1717964997
183,deridder,30.8463,-93.289,34.21,58,40,2.06,US,1717965234
184,constantia,44.1833,28.65,21.5,75,55,6.21,RO,1717965234
185,tofol,5.3248,163.0078,28.93,76,100,6.17,FM,1717965234
186,ondjiva,-17.0667,15.7333,20.02,28,2,1.03,AO,1717965235
187,veselyy,47.0934,40.7422,19.73,77,100,2.93,RU,1717965235
188,pisco,-13.7,-76.2167,18.03,88,100,2.57,PE,1717965235
189,tralee,52.2704,-9.7026,12.28,94,100,6.71,IE,1717965235
190,nakamura,32.9833,132.9333,17.91,98,98,1.79,JP,1717965235
191,san carlos,9.6612,-68.5827,27.64,80,75,1.13,VE,1717965235
192,sarmiento,-45.5882,-69.07,9.88,67,84,3.6,AR,1717965236
193,wuchuan,21.4571,110.7659,26.58,92,100,4.01,CN,1717965236
194,nizhneudinsk,54.9076,99.0276,12.22,96,53,1.71,RU,1717965236
195,maisi,43.0395,41.2621,15.19,99,100,1.07,GE,1717965236
196,menongue,-14.6585,17.691,14.14,43,1,2.42,AO,1717965236
197,afaahiti,-17.75,-149.2833,28.93,83,97,6.18,PF,1717965237
198,mournies,35.4764,24.0092,37.04,78,20,3.09,GR,1717965237
199,touros,-5.1989,-35.4608,25.85,82,97,6.58,BR,1717965237
200,rahimah,26.7079,50.0619,31.12,73,0,4.73,SA,1717965237
201,dire dawa,9.5931,41.8661,22.98,60,0,11.03,ET,1717965237
202,bel ombre,-4.6167,55.4167,27.91,78,20,3.6,SC,1717965237
203,pailon,-17.65,-62.75,30.5,35,47,6.06,BO,1717965238
204,chaihe,44.7667,129.7,12.87,92,39,1.85,CN,1717965238
205,maluso,6.543,121.8753,26.71,86,95,1.3,PH,1717965238
206,el granada,37.5027,-122.4694,28.29,67,100,8.75,US,1717965238
207,south upi,6.8333,124.15,23.45,83,100,1.55,PH,1717965238
208,kodiak,57.79,-152.4072,7.73,93,100,10.8,US,1717965238
209,papatowai,-46.5619,169.4708,7.72,86,100,5.0,NZ,1717965239
210,minas de marcona,-15.2119,-75.1103,16.24,64,30,6.35,PE,1717965239
211,muniz freire,-20.4642,-41.4131,17.99,83,0,0.98,BR,1717965239
212,avarua,-21.2078,-159.775,24.03,50,20,2.57,CK,1717965239
213,yaren,-0.5472,166.916,29.45,72,75,6.92,NR,1717965239
214,nelson,-41.2833,173.2833,14.6,97,92,0.45,NZ,1717965029
215,el calafate,-50.3408,-72.2768,1.58,99,100,1.83,AR,1717965240
216,cerea,45.1921,11.2103,24.08,85,100,3.42,IT,1717965240
217,vigan,17.5747,120.3869,26.96,78,100,2.43,PH,1717965240
218,krasnoural'sk,58.3638,60.0407,9.84,95,32,1.62,RU,1717965240
219,dholka,22.7167,72.4667,29.21,54,60,4.58,IN,1717965240
220,constitucion,-35.3333,-72.4167,13.59,88,100,5.32,CL,1717965241
221,wingham,43.8879,-81.3114,13.55,83,100,6.56,CA,1717965241
222,qarchi gak,37.04,66.7889,29.03,20,0,2.08,AF,1717965241
223,buka,40.8108,69.1986,25.13,29,25,0.55,UZ,1717965241
224,labrador city,52.9463,-66.9114,25.1,36,75,5.14,CA,1717965241
225,tanout,14.9709,8.8879,32.38,11,0,2.23,NE,1717965241
226,tobelo,1.7284,128.0095,26.76,81,100,2.05,ID,1717965242
227,arvika,59.6553,12.5852,9.34,89,100,2.08,SE,1717965173
228,nizhneangarsk,55.7833,109.55,10.56,58,100,0.89,RU,1717965242
229,vadso,70.0744,29.7487,6.49,93,100,7.2,NO,1717965242
230,manggar,-2.8833,108.2667,27.91,82,58,3.33,ID,1717965242
231,harstad,68.799,16.5293,14.89,71,75,6.26,NO,1717965243
232,palikir - national government center,6.9248,158.1611,26.41,89,100,1.54,FM,1717965243
233,happy valley-goose bay,53.3168,-60.3315,23.17,43,40,6.69,CA,1717965243
234,lazaro cardenas,17.9583,-102.2,29.79,58,20,5.62,MX,1717965243
235,holbrook,40.8123,-73.0784,24.9,58,40,8.23,US,1717965154
236,malindi,-3.2175,40.1191,26.15,80,78,8.16,KE,1717965243
237,acarau,-2.8856,-40.12,25.52,88,80,4.46,BR,1717965244
238,kiliya,45.4552,29.2637,19.69,76,100,3.04,UA,1717965244
239,bubaque,11.2833,-15.8333,26.75,79,30,6.47,GW,1717965244
240,ta`u,-14.2336,-169.5144,26.4,62,39,7.81,AS,1717965244
241,tambopata,-12.7333,-69.1833,31.94,51,20,3.09,PE,1717965244
242,callao,-12.0667,-77.15,19.16,72,100,3.09,PE,1717965244
243,shingu,33.7333,135.9833,18.88,94,99,3.94,JP,1717965245
244,santana,-0.0583,-51.1817,30.1,70,40,5.14,BR,1717965245
245,chibougamau,49.9168,-74.3659,12.79,100,100,3.09,CA,1717965245
246,richmond,37.5538,-77.4603,32.22,51,75,6.69,US,1717965245
247,puerto san jose,13.9256,-90.8244,33.03,58,40,4.12,GT,1717965245
248,pacific grove,36.6177,-121.9166,23.45,78,0,5.66,US,1717965246
249,usogorsk,63.4106,48.6872,11.48,84,100,2.27,RU,1717965246
250,taltal,-25.4,-70.4833,17.98,65,37,2.84,CL,1717965246
251,ntcheu,-14.8203,34.6359,13.02,82,48,3.78,MW,1717965246
252,khovd,48.0056,91.6419,16.67,51,9,0.19,MN,1717965246
253,bikenibeu village,1.3673,173.1241,28.98,79,20,2.57,KI,1717965246
254,yuzhno-kurilsk,44.0306,145.8556,11.32,93,100,4.14,RU,1717965247
255,salekhard,66.53,66.6019,6.89,85,89,3.13,RU,1717965247
256,tazacorte,28.629,-17.9293,21.54,90,40,5.14,ES,1717965247
257,pandan,14.0453,124.1694,26.98,86,95,1.69,PH,1717965247
258,kyzyl,51.7,94.45,17.79,58,98,1.79,RU,1717965247
259,tracy,37.7397,-121.4252,30.22,34,61,4.92,US,1717965027
260,betio village,1.358,172.9211,29.02,74,53,5.61,KI,1717965248
261,labuan,5.2767,115.2417,26.2,94,20,0.0,MY,1717965248
262,kailua-kona,19.6406,-155.9956,27.98,81,40,2.57,US,1717965015
263,shitanjing,39.2342,106.3439,20.63,37,40,2.01,CN,1717965248
264,lubang,13.8584,120.124,29.47,73,100,3.29,PH,1717965248
265,lerwick,60.1545,-1.1494,9.0,79,100,9.87,GB,1717965249
266,udachny,66.4167,112.4,16.92,34,99,2.28,RU,1717965249
267,dalandzadgad,43.5708,104.425,18.73,24,12,2.81,MN,1717965249
268,new norfolk,-42.7826,147.0587,5.95,94,34,0.84,AU,1717965249
269,anar darah,32.7587,61.654,28.72,17,0,5.8,AF,1717965249
270,kievka,50.2619,71.5514,18.67,74,45,5.27,KZ,1717965250
271,kaka,37.3482,59.6143,30.57,13,5,2.92,TM,1717965250
272,ust'-kut,56.7938,105.7672,10.8,53,100,1.34,RU,1717965250
273,russkaya polyana,49.417,31.9201,18.88,70,100,3.17,UA,1717965250
274,waldkappel,51.15,9.8833,15.51,85,25,1.68,DE,1717965250
275,rikaze,29.25,88.8833,14.29,46,0,2.14,CN,1717965250
276,nemuro,43.3236,145.575,10.32,94,100,6.32,JP,1717965251
277,santa cruz,-17.8,-63.1667,29.7,54,75,11.32,BO,1717965251
278,xilin hot,43.9667,116.0333,19.89,28,41,5.73,CN,1717965251
279,fort st. john,56.2499,-120.8529,9.94,81,100,1.54,CA,1717965192
280,fortuna,40.5982,-124.1573,19.4,78,75,5.66,US,1717965252
281,saipan,15.1355,145.701,26.39,89,40,3.6,MP,1717965252
282,chatham,51.3789,0.5279,15.62,47,99,1.79,GB,1717965065
283,belize city,17.4995,-88.1976,31.01,81,40,2.06,BZ,1717965252
284,vila franca do campo,37.7167,-25.4333,19.23,99,41,2.25,PT,1717965252
285,longyearbyen,78.2186,15.6401,2.91,65,75,5.14,SJ,1717965028
286,sun city west,33.662,-112.3413,40.68,10,20,4.12,US,1717965005
287,mount pearl,47.5166,-52.7813,14.19,87,100,8.23,CA,1717964965
288,sibsagar,26.9833,94.6333,25.28,93,63,1.6,IN,1717965253
289,khandyga,62.6667,135.6,13.66,54,86,2.91,RU,1717965253
290,waajid,3.8096,43.2463,24.48,65,66,8.38,SO,1717965253
291,keflavik,64.0049,-22.5624,9.95,61,0,4.63,IS,1717965253
292,urzhar,47.093,81.6294,20.73,54,3,2.5,KZ,1717965254
293,mahdia,35.5047,11.0622,23.97,61,85,3.81,TN,1717965254
294,basco,20.4487,121.9702,27.73,81,100,8.55,PH,1717965254
295,piti village,13.4626,144.6933,28.03,89,20,3.09,GU,1717965254
296,coari,-4.085,-63.1414,25.55,96,94,1.92,BR,1717965254
297,kamianske,48.5113,34.6021,20.42,55,87,1.62,UA,1717965255
298,port saint john's,-31.6229,29.5448,16.25,66,0,2.53,ZA,1717965255
299,port alfred,-33.5906,26.891,15.86,63,0,3.66,ZA,1717965255
300,jokioinen,60.8016,23.48,10.18,89,28,3.53,FI,1717965255
301,mugia,43.1041,-9.2179,15.51,83,46,10.72,ES,1717965255
302,gur'yevsk,54.2833,85.9333,10.99,82,44,1.13,RU,1717965256
303,jinghong,21.991,100.7341,22.37,99,100,0.28,CN,1717965256
304,island harbour,50.724,-1.2758,14.99,73,100,0.89,GB,1717965256
305,klyuchi,52.2667,79.1667,17.09,85,99,2.23,RU,1717965256
306,utrik,11.2278,169.8474,27.99,81,61,6.75,MH,1717965256
307,weno,7.4515,151.8468,26.97,94,100,3.09,FM,1717965257
308,ivdel',60.6911,60.4206,13.99,84,19,2.24,RU,1717965257
309,fray luis a. beltran,-32.7912,-60.7282,22.21,68,0,6.69,AR,1717965257
310,sabang,5.8933,95.3214,29.38,73,100,8.83,ID,1717965257
311,sligo,54.2697,-8.4694,10.33,90,100,5.14,IE,1717965257
312,gereida,11.2811,25.1414,28.81,48,100,2.51,SD,1717965258
313,hecun,36.5333,114.1111,25.7,32,61,1.83,CN,1717965258
314,mocimboa,-11.3167,40.35,24.05,67,89,7.12,MZ,1717965258
315,zhicheng,30.2956,111.5047,22.28,85,99,0.98,CN,1717965258
316,amos,48.5669,-78.1162,10.89,86,100,4.31,CA,1717965258
317,carutapera,-1.195,-46.02,25.49,90,72,3.52,BR,1717965258
318,alofi,-19.0595,-169.9187,23.94,64,75,5.66,NU,1717965259
319,auki,-8.7676,160.7034,26.63,88,100,1.67,SB,1717965259
320,chui,-33.6971,-53.4616,20.99,82,74,4.57,UY,1717965259
321,vilyuchinsk,52.9306,158.4028,14.15,81,95,3.57,RU,1717965259
322,tual,-5.6667,132.75,26.86,85,53,9.16,ID,1717965260
323,capitan bado,-23.2667,-55.5333,27.19,33,23,4.07,PY,1717965260
324,brokopondo,4.75,-55.1667,27.31,80,54,5.02,SR,1717965260
325,hadibu,12.65,54.0333,28.03,78,100,6.65,YE,1717965260
326,floro,61.5996,5.0328,11.04,87,100,9.77,NO,1717965260
327,farafangana,-22.8167,47.8333,18.67,82,100,4.41,MG,1717965261
328,boyalik,41.2634,28.6314,22.51,88,1,1.99,TR,1717965261
329,coquimbo,-29.9533,-71.3436,15.85,72,0,2.57,CL,1717965197
330,hassi messaoud,31.6804,6.0729,38.92,13,40,1.54,DZ,1717965261
331,colesberg,-30.72,25.0972,8.56,52,3,2.18,ZA,1717965261
332,inderbor,48.55,51.7833,24.67,45,100,3.31,KZ,1717965261
333,hohhot,40.8106,111.6522,15.16,72,20,1.0,CN,1717965262
334,dangriga,16.9692,-88.2321,29.33,72,100,3.85,BZ,1717965262
335,rabigh,22.7986,39.0349,30.37,53,7,1.85,SA,1717965262
336,la'ie,21.6477,-157.9253,28.98,67,23,3.13,US,1717965262
337,geraldton,-28.7667,114.6,19.23,72,100,3.09,AU,1717965021
338,nantucket,41.2835,-70.0995,17.06,97,100,5.66,US,1717965263
339,mazyr,52.0495,29.2456,16.19,93,99,1.87,BY,1717965263
340,jianshui,23.6363,102.8264,20.0,98,100,0.74,CN,1717965263
341,severnoye,56.3491,78.3619,12.21,74,52,1.79,RU,1717965263
342,labytnangi,66.6572,66.4183,6.88,85,88,2.96,RU,1717965263
343,gangtok,27.3333,88.6167,20.5,96,100,0.63,IN,1717965264
344,kokpekty,48.75,82.4,17.32,84,9,1.52,KZ,1717965264
345,gisborne,-38.6533,178.0042,16.99,88,100,2.92,NZ,1717965264
346,aioun,16.6614,-9.6149,38.53,21,3,2.83,MR,1717965264
347,toamasina,-18.1667,49.3833,20.0,88,75,5.66,MG,1717965264
348,gotsucho,35.0,132.2167,19.03,93,78,1.61,JP,1717965265
